"","cdep","cmun","cindica","nomind","contexto","periodo","edadR","casos","poblacion","tasa","casosh","poblacionh","tasah","casosm","poblacionm","tasam","casosNA","poblacionNA","tasaNA","rural","urbana","sininfor","desplazados","otros","discapacitados","nodiscapacitados","discapacitadoNA","indigena","negro","palenquero","raizal","ROM","Sinetnica","Sininformación","TOTAL"
"239",5,5615,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(12 a 17)",27,11101,243.221331411585,1,5788,17.2771250863856,26,5313,489.365706757011,0,0,0,8,17,2,0,27,1,26,0,0,0,0,0,0,27,0,27
"240",5,5615,121,"Tasa de exámenes médico legales por presunto delito sexual cuando la víctima está entre 18 y 28 años","PRESUNTO DELITO SEXUAL",2022,"(18 a 28)",2,26443,7.56343833906894,0,13710,0,2,12733,15.7072174664258,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,2,0,2
"241",5,5628,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(06 a 11)",2,1060,188.679245283019,1,540,185.185185185185,1,520,192.307692307692,0,0,0,1,1,0,0,2,0,2,0,0,0,0,0,0,1,1,2
"242",5,5631,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(01 a 05)",7,4743,147.585916086865,2,2445,81.799591002045,5,2298,217.580504786771,0,0,0,0,5,2,0,7,0,7,0,0,0,0,0,0,6,1,7
"243",5,5631,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(06 a 11)",5,5161,96.8804495252858,1,2668,37.4812593703148,4,2493,160.449257922182,0,0,0,1,3,1,0,5,0,5,0,0,0,0,0,0,5,0,5
"244",5,5631,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(12 a 17)",7,5049,138.641315111903,2,2553,78.3392087739914,5,2496,200.320512820513,0,0,0,0,5,2,0,7,0,7,0,0,0,0,0,0,7,0,7
"245",5,5631,121,"Tasa de exámenes médico legales por presunto delito sexual cuando la víctima está entre 18 y 28 años","PRESUNTO DELITO SEXUAL",2022,"(18 a 28)",4,15262,26.2088848119513,0,7326,0,4,7936,50.4032258064516,0,0,0,1,2,1,0,4,0,4,0,0,0,0,0,0,4,0,4
"246",5,5642,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(01 a 05)",4,1379,290.065264684554,2,681,293.685756240822,2,698,286.532951289398,0,0,0,1,3,0,1,3,0,4,0,0,0,0,0,0,4,0,4
"247",5,5642,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(06 a 11)",8,1732,461.89376443418,1,851,117.508813160987,7,881,794.551645856981,0,0,0,8,0,0,1,7,0,8,0,0,0,0,0,0,6,2,8
"248",5,5642,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(12 a 17)",7,1757,398.406374501992,0,871,0,7,886,790.067720090294,0,0,0,6,1,0,1,6,0,7,0,0,0,0,0,0,7,0,7
"249",5,5642,121,"Tasa de exámenes médico legales por presunto delito sexual cuando la víctima está entre 18 y 28 años","PRESUNTO DELITO SEXUAL",2022,"(18 a 28)",2,3140,63.6942675159236,0,1592,0,2,1548,129.198966408269,0,0,0,2,0,0,1,1,0,2,0,0,0,0,0,0,2,0,2
"250",5,5647,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(01 a 05)",1,720,138.888888888889,0,369,0,1,351,284.900284900285,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
"251",5,5647,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(06 a 11)",3,851,352.526439482961,1,439,227.790432801822,2,412,485.436893203883,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3
"252",5,5647,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(12 a 17)",4,789,506.970849176172,1,409,244.498777506112,3,380,789.473684210526,0,0,0,3,1,0,0,4,0,4,0,0,0,0,0,0,3,1,4
"253",5,5649,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(06 a 11)",4,1628,245.700245700246,0,839,0,4,789,506.970849176172,0,0,0,3,1,0,2,2,0,4,0,0,0,0,0,0,2,2,4
"254",5,5649,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(12 a 17)",3,1565,191.693290734824,0,829,0,3,736,407.608695652174,0,0,0,0,2,1,0,3,1,2,0,0,0,0,0,0,3,0,3
"255",5,5656,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(01 a 05)",1,1105,90.4977375565611,0,503,0,1,602,166.112956810631,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
"256",5,5656,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(06 a 11)",2,1405,142.348754448399,0,690,0,2,715,279.72027972028,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,2,0,2
"257",5,5656,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(12 a 17)",4,1425,280.701754385965,0,724,0,4,701,570.613409415121,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,4,0,4
"258",5,5656,121,"Tasa de exámenes médico legales por presunto delito sexual cuando la víctima está entre 18 y 28 años","PRESUNTO DELITO SEXUAL",2022,"(18 a 28)",2,2730,73.2600732600733,0,1378,0,2,1352,147.92899408284,0,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,2,0,2
"259",5,5658,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(06 a 11)",3,418,717.703349282297,2,176,1136.36363636364,1,242,413.223140495868,0,0,0,2,1,0,0,3,0,3,0,0,0,0,0,0,3,0,3
"260",5,5658,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(12 a 17)",1,437,228.83295194508,0,202,0,1,235,425.531914893617,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1
"261",5,5659,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(12 a 17)",1,2593,38.5653682992673,0,1324,0,1,1269,78.8022064617809,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
"262",5,5660,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(01 a 05)",3,1331,225.394440270473,0,672,0,3,659,455.235204855842,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,2,1,3
"263",5,5660,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(06 a 11)",5,1550,322.58064516129,1,794,125.944584382872,4,756,529.100529100529,0,0,0,2,3,0,0,5,0,5,0,0,0,0,0,0,4,1,5
"264",5,5660,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(12 a 17)",4,1361,293.901542983101,0,700,0,4,661,605.143721633888,0,0,0,2,2,0,0,4,0,4,0,0,0,0,0,0,4,0,4
"265",5,5660,121,"Tasa de exámenes médico legales por presunto delito sexual cuando la víctima está entre 18 y 28 años","PRESUNTO DELITO SEXUAL",2022,"(18 a 28)",1,2177,45.9347726228755,0,1076,0,1,1101,90.8265213442325,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1
"266",5,5664,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(01 a 05)",3,1669,179.748352306771,2,833,240.096038415366,1,836,119.617224880383,0,0,0,1,2,0,1,2,0,3,0,0,0,0,0,0,2,1,3
"267",5,5664,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(06 a 11)",3,2103,142.65335235378,0,1061,0,3,1042,287.907869481766,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,2,1,3
"268",5,5664,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(12 a 17)",8,2172,368.324125230203,0,1088,0,8,1084,738.007380073801,0,0,0,1,5,2,0,8,0,8,0,0,0,0,0,0,8,0,8
"269",5,5664,121,"Tasa de exámenes médico legales por presunto delito sexual cuando la víctima está entre 18 y 28 años","PRESUNTO DELITO SEXUAL",2022,"(18 a 28)",4,4244,94.2507068803016,0,2095,0,4,2149,186.133085155886,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,3,1,4
"270",5,5667,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(01 a 05)",1,1190,84.0336134453782,1,621,161.030595813205,0,569,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
"271",5,5667,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(06 a 11)",3,1460,205.479452054795,0,777,0,3,683,439.238653001464,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,2,1,3
"272",5,5667,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(12 a 17)",4,1444,277.008310249307,0,765,0,4,679,589.101620029455,0,0,0,2,2,0,0,4,0,4,0,0,0,0,0,0,3,1,4
"273",5,5670,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(01 a 05)",2,1730,115.606936416185,1,851,117.508813160987,1,879,113.765642775882,0,0,0,1,1,0,0,2,0,2,0,0,0,0,0,0,1,1,2
"274",5,5670,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(06 a 11)",4,2175,183.908045977011,0,1100,0,4,1075,372.093023255814,0,0,0,2,2,0,1,3,0,4,0,0,0,0,0,0,2,2,4
"275",5,5670,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(12 a 17)",2,2129,93.9408172851104,0,1095,0,2,1034,193.423597678917,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2
"276",5,5670,121,"Tasa de exámenes médico legales por presunto delito sexual cuando la víctima está entre 18 y 28 años","PRESUNTO DELITO SEXUAL",2022,"(18 a 28)",1,3571,28.0033604032484,0,1835,0,1,1736,57.6036866359447,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
"277",5,5674,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(12 a 17)",1,2021,49.480455220188,0,1101,0,1,920,108.695652173913,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1
"278",5,5679,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(01 a 05)",2,1473,135.777325186694,0,761,0,2,712,280.898876404494,0,0,0,1,1,0,0,2,0,2,0,0,0,0,0,0,1,1,2
"279",5,5679,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(06 a 11)",2,2096,95.4198473282443,1,1100,90.9090909090909,1,996,100.401606425703,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2
"280",5,5679,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(12 a 17)",5,2285,218.818380743982,0,1207,0,5,1078,463.821892393321,0,0,0,3,2,0,0,5,0,5,0,0,0,0,0,0,4,1,5
"281",5,5679,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"Menores de un año",1,266,375.93984962406,0,137,0,1,129,775.193798449612,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
"282",5,5042,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(01 a 05)",5,1926,259.605399792316,2,974,205.338809034908,3,952,315.126050420168,0,0,0,2,3,0,0,5,0,5,0,0,0,0,0,0,0,5,5
"283",5,5042,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(06 a 11)",7,2501,279.888044782087,0,1286,0,7,1215,576.131687242798,0,0,0,4,3,0,0,7,0,7,0,0,0,0,0,0,1,6,7
"284",5,5042,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(12 a 17)",17,2558,664.581704456607,2,1321,151.400454201363,15,1237,1212.61115602264,0,0,0,2,15,0,0,17,0,17,0,0,0,0,0,0,0,17,17
"285",5,5042,121,"Tasa de exámenes médico legales por presunto delito sexual cuando la víctima está entre 18 y 28 años","PRESUNTO DELITO SEXUAL",2022,"(18 a 28)",4,4839,82.6617069642488,0,2430,0,4,2409,166.04400166044,0,0,0,2,2,0,0,4,0,4,0,0,0,0,0,0,2,2,4
"286",5,5686,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(01 a 05)",1,3015,33.167495854063,0,1525,0,1,1490,67.1140939597315,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
"287",5,5686,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(06 a 11)",4,3749,106.69511869832,1,1879,53.2197977647685,3,1870,160.427807486631,0,0,0,3,1,0,0,4,0,4,0,0,0,0,0,0,3,1,4
"288",5,5686,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(12 a 17)",9,3799,236.904448539089,1,1898,52.6870389884089,8,1901,420.831141504471,0,0,0,7,1,1,0,9,0,9,0,0,0,0,0,0,8,1,9
"289",5,5690,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(01 a 05)",2,821,243.605359317905,0,413,0,2,408,490.196078431373,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2
"290",5,5690,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(06 a 11)",1,1090,91.743119266055,1,564,177.304964539007,0,526,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
"291",5,5690,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(12 a 17)",3,1115,269.058295964126,0,587,0,3,528,568.181818181818,0,0,0,2,0,1,1,2,0,3,0,0,0,0,0,0,1,2,3
"292",5,5736,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(01 a 05)",3,3713,80.7971990304336,0,1900,0,3,1813,165.471594043023,0,0,0,0,2,1,0,3,0,3,0,0,0,0,0,0,2,1,3
"293",5,5736,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(06 a 11)",5,4453,112.283853581855,1,2283,43.8020148926851,4,2170,184.331797235023,0,0,0,3,2,0,1,4,0,5,0,0,0,0,0,0,2,3,5
"294",5,5736,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(12 a 17)",7,4294,163.01816488123,0,2206,0,7,2088,335.249042145594,0,0,0,1,6,0,1,6,0,7,0,0,0,0,0,0,6,1,7
"295",5,5736,121,"Tasa de exámenes médico legales por presunto delito sexual cuando la víctima está entre 18 y 28 años","PRESUNTO DELITO SEXUAL",2022,"(18 a 28)",1,8050,12.4223602484472,0,4067,0,1,3983,25.1067034898318,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1
"296",5,5756,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(01 a 05)",3,2673,112.233445566779,1,1392,71.8390804597701,2,1281,156.128024980484,0,0,0,1,0,2,0,3,0,3,0,0,0,0,0,0,1,2,3
"297",5,5756,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(06 a 11)",8,3506,228.180262407302,0,1808,0,8,1698,471.142520612485,0,0,0,4,4,0,1,7,0,8,0,0,0,0,0,0,2,6,8
"298",5,5756,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(12 a 17)",12,3631,330.4874690168,1,1858,53.8213132400431,11,1773,620.417371686407,0,0,0,7,4,1,0,12,1,11,0,0,0,0,0,0,7,5,12
"299",5,5756,121,"Tasa de exámenes médico legales por presunto delito sexual cuando la víctima está entre 18 y 28 años","PRESUNTO DELITO SEXUAL",2022,"(18 a 28)",5,6352,78.7153652392947,0,3313,0,5,3039,164.527805199079,0,0,0,2,3,0,0,5,1,4,0,0,0,0,0,0,3,2,5
"300",5,5761,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(01 a 05)",1,1071,93.3706816059757,0,508,0,1,563,177.619893428064,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1
"301",5,5761,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(06 a 11)",3,1324,226.586102719033,1,645,155.038759689922,2,679,294.550810014728,0,0,0,1,1,1,0,3,0,3,0,0,0,0,0,0,2,1,3
"302",5,5761,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(12 a 17)",1,1311,76.27765064836,0,666,0,1,645,155.038759689922,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
"303",5,5761,121,"Tasa de exámenes médico legales por presunto delito sexual cuando la víctima está entre 18 y 28 años","PRESUNTO DELITO SEXUAL",2022,"(18 a 28)",2,2539,78.7711697518708,0,1294,0,2,1245,160.642570281125,0,0,0,1,1,0,0,2,0,2,0,0,0,0,0,0,2,0,2
"304",5,5790,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(01 a 05)",2,3026,66.0938532716457,1,1541,64.8929266709929,1,1485,67.3400673400673,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,2,0,2
"305",5,5790,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(06 a 11)",4,3803,105.180120957139,1,1944,51.440329218107,3,1859,161.377084454008,0,0,0,4,0,0,0,4,0,4,0,1,0,0,0,0,3,0,4
"306",5,5790,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(12 a 17)",13,3510,370.37037037037,1,1785,56.0224089635854,12,1725,695.652173913043,0,0,0,2,10,1,0,13,1,12,0,0,0,0,0,0,10,3,13
"307",5,5790,121,"Tasa de exámenes médico legales por presunto delito sexual cuando la víctima está entre 18 y 28 años","PRESUNTO DELITO SEXUAL",2022,"(18 a 28)",3,4793,62.5912789484665,1,2351,42.5350914504466,2,2442,81.9000819000819,0,0,0,2,0,1,1,2,0,3,0,0,0,0,0,0,2,1,3
"308",5,5792,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(06 a 11)",2,555,360.36036036036,2,282,709.219858156028,0,273,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2
"309",5,5809,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(06 a 11)",1,822,121.654501216545,0,410,0,1,412,242.718446601942,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
"310",5,5809,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(12 a 17)",1,901,110.987791342952,0,449,0,1,452,221.238938053097,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1
"311",5,5809,121,"Tasa de exámenes médico legales por presunto delito sexual cuando la víctima está entre 18 y 28 años","PRESUNTO DELITO SEXUAL",2022,"(18 a 28)",1,1618,61.8046971569839,0,841,0,1,777,128.700128700129,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1
"312",5,5837,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(01 a 05)",4,14785,27.0544470747379,0,7419,0,4,7366,54.3035568829758,0,0,0,3,1,0,0,4,0,4,0,0,0,0,0,0,3,1,4
"313",5,5837,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(06 a 11)",11,17214,63.9014755431625,2,8793,22.7453656317525,9,8421,106.875667972925,0,0,0,6,4,1,0,11,0,11,0,0,0,0,0,0,10,1,11
"314",5,5837,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(12 a 17)",11,15593,70.544475084974,1,7911,12.640626975098,10,7682,130.174433741213,0,0,0,5,6,0,0,11,0,11,0,0,0,0,0,0,9,2,11
"315",5,5837,121,"Tasa de exámenes médico legales por presunto delito sexual cuando la víctima está entre 18 y 28 años","PRESUNTO DELITO SEXUAL",2022,"(18 a 28)",2,24887,8.03632418531764,0,11821,0,2,13066,15.3069034134395,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2
"316",5,5842,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(06 a 11)",3,795,377.358490566038,1,411,243.30900243309,2,384,520.833333333333,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3
"317",5,5842,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(12 a 17)",4,719,556.328233657858,0,374,0,4,345,1159.42028985507,0,0,0,1,2,1,0,4,0,4,0,0,0,0,0,0,3,1,4
"318",5,5847,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(01 a 05)",1,2959,33.7952010814464,0,1486,0,1,1473,67.8886625933469,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
"319",5,5847,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(06 a 11)",6,3524,170.261066969353,0,1778,0,6,1746,343.642611683849,0,0,0,2,3,1,0,6,0,6,0,0,0,0,0,0,3,3,6
"320",5,5847,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(12 a 17)",7,3277,213.610009154715,0,1680,0,7,1597,438.321853475266,0,0,0,4,2,1,2,5,1,6,0,0,0,0,0,0,5,2,7
"321",5,5847,121,"Tasa de exámenes médico legales por presunto delito sexual cuando la víctima está entre 18 y 28 años","PRESUNTO DELITO SEXUAL",2022,"(18 a 28)",3,5311,56.4865373752589,0,2683,0,3,2628,114.155251141553,0,0,0,2,0,1,0,3,1,2,0,0,0,0,0,0,3,0,3
"322",5,5854,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(06 a 11)",1,1735,57.6368876080692,0,894,0,1,841,118.906064209275,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1
"323",5,5854,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(12 a 17)",1,1642,60.9013398294762,0,844,0,1,798,125.31328320802,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
"324",5,5854,121,"Tasa de exámenes médico legales por presunto delito sexual cuando la víctima está entre 18 y 28 años","PRESUNTO DELITO SEXUAL",2022,"(18 a 28)",1,2607,38.3582662063675,0,1278,0,1,1329,75.2445447705041,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1
"325",5,5858,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(01 a 05)",2,928,215.51724137931,0,486,0,2,442,452.488687782805,0,0,0,1,1,0,0,2,0,2,0,0,0,0,0,0,0,2,2
"326",5,5858,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(06 a 11)",3,1296,231.481481481481,0,696,0,3,600,500,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,2,1,3
"327",5,5858,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(12 a 17)",3,1324,226.586102719033,0,702,0,3,622,482.315112540193,0,0,0,2,1,0,0,3,0,3,0,0,0,0,0,0,2,1,3
"328",5,5861,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(01 a 05)",2,540,370.37037037037,0,285,0,2,255,784.313725490196,0,0,0,1,1,0,0,2,0,2,0,0,0,0,0,0,2,0,2
"329",5,5861,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(06 a 11)",1,853,117.233294255569,0,430,0,1,423,236.406619385343,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
"330",5,5861,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(12 a 17)",3,986,304.259634888438,0,492,0,3,494,607.287449392713,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,2,1,3
